app_name,tags,specs,id,metascore,developer,Accounting,Action,Adventure,Animation &amp,Audio production,Casual,Design &amp,Early access,Education,Free to play,Illustration,Indie,Massively multiplayer,Modeling,None,Photo editing,Rpg,Racing,Simulation,Software training,Sports,Strategy,Utilities,Video production,Web publishing,release_year,playtimeforever
Worms Clan Wars,"['Strategy', 'Multiplayer', 'Turn-Based', 'Funny', 'Comedy', 'Local Co-Op', 'Singleplayer', 'Action', '2D', '2.5D']","['Single-player', 'Multi-player', 'Shared/Split Screen', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Partial Controller Support', 'Steam Cloud', 'Steam Leaderboards', 'Includes level editor']",233840,73,Team17 Digital Ltd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2013,293642
UnEpic,"['RPG', 'Indie', 'Platformer', 'Metroidvania', 'Comedy', 'Action', '2D', 'Exploration', 'Fantasy', 'Adventure', 'Singleplayer', 'Co-op', 'Multiplayer', 'Funny', 'Side Scroller', 'Retro', 'Magic', 'Pixel Graphics', 'Online Co-Op', 'Rogue-like']","['Single-player', 'Multi-player', 'Co-op', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud', 'Includes level editor']",233980,68,@unepic_fran,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2014,356485
Castlevania: Lords of Shadow – Ultimate Edition,"['Action', 'Adventure', 'Hack and Slash', 'Singleplayer', 'Fantasy', 'Vampire', 'Gothic', 'Quick-Time Events', 'Third Person', 'Medieval', 'Atmospheric', 'Great Soundtrack', 'Dark Fantasy', 'Story Rich', 'Action-Adventure', 'Character Action Game', 'Spectacle fighter', 'Controller', 'Nudity', 'RPG']","['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud']",234080,0,MercurySteam - Climax Studios,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,152206
Scrabble,"['Strategy', 'Casual', 'Board Game']","['Single-player', 'Shared/Split Screen']",234100,0,"Sperasoft, Inc.",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2013,694
Mad Max,"['Open World', 'Action', 'Post-apocalyptic', 'Driving', 'Survival', 'Singleplayer', 'Adventure', 'Third Person', 'Racing', 'Exploration', 'Atmospheric', 'Story Rich', 'RPG', 'Third-Person Shooter', 'Sandbox', 'Shooter', 'Multiplayer', 'War', 'Sci-fi', 'First-Person']","['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",234140,73,"Avalanche Studios,Feral Interactive (Mac/Linux)",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,2984122
Strike Suit Infinity,"['Action', 'Indie', 'Mechs', 'Space', 'Arcade', 'Sci-fi', 'Shooter', 'Fast-Paced', 'Simulation', 'Singleplayer', 'Controller', 'Great Soundtrack', 'Flight']","['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']",234160,66,Born Ready Games Ltd.,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,68994
Receiver,"['FPS', 'Simulation', 'Indie', 'Rogue-like', 'Action', 'Procedural Generation', 'First-Person', 'Difficult', 'Singleplayer', 'Shooter', 'Realistic', 'Abstract', 'Perma Death', 'Tactical', 'Horror', 'Cyberpunk', 'Atmospheric', 'VR', 'Stealth', 'Sci-fi']",['Single-player'],234190,0,Wolfire Games,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2013,207296
Zack Zero,"['Action', 'Indie', 'Adventure', 'Platformer', 'Singleplayer', 'Side Scroller']","['Single-player', 'Full controller support', 'Steam Trading Cards']",234290,0,Crocodile Entertainment,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,17190
Marvel Puzzle Quest,"['Free to Play', 'Puzzle', 'Match 3', 'Casual', 'RPG', 'Superhero', 'Strategy', 'Singleplayer', 'Multiplayer', '2D']","['Single-player', 'Online Multi-Player', 'Cross-Platform Multiplayer']",234330,0,Demiurge Studios,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2013,865523
Luxor 2 HD,"['Casual', 'Match 3']",['Single-player'],234350,0,MumboJumbo,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,889
Shattered Haven,"['Action', 'Adventure', 'Indie', 'Puzzle', 'Zombies', '2D']","['Single-player', 'Shared/Split Screen', 'Partial Controller Support', 'Includes level editor']",234370,59,"Arcen Games, LLC",0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,1260
Teleglitch: Die More Edition,"['Rogue-like', 'Indie', 'Top-Down Shooter', 'Difficult', 'Action', 'Perma Death', 'Singleplayer', 'Sci-fi', 'Top-Down', 'Rogue-lite', 'Pixel Graphics', 'Procedural Generation', 'Crafting', 'Survival Horror', 'Survival', 'Retro', 'Shooter', 'Horror', 'Atmospheric', '2D']","['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",234390,78,Test3 Projects,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,218000
Rush Bros.,"['Indie', 'Racing', 'Platformer', 'Action', 'Music', 'Multiplayer', '2D', 'Local Co-Op', 'Local Multiplayer']","['Single-player', 'Multi-player', 'Shared/Split Screen', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']",234490,0,XYLA Entertainment,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2013,57738
Shadowrun Returns,"['RPG', 'Cyberpunk', 'Turn-Based', 'Isometric', 'Sci-fi', 'Indie', 'Strategy', 'Singleplayer', 'Tactical', 'Kickstarter', 'Moddable', 'Adventure', 'CRPG', 'Crowdfunded', 'Story Rich', 'Atmospheric', 'Fantasy', 'Turn-Based Strategy', 'Female Protagonist', 'Dystopian']","['Single-player', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Includes level editor']",234650,76,Harebrained Schemes,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,2013,800400
NARUTO SHIPPUDEN: Ultimate Ninja STORM 3 Full Burst HD,"['Anime', 'Fighting', 'Action', 'Adventure', 'Ninja', 'Multiplayer', 'Controller', ""Beat 'em up"", 'Singleplayer', 'Open World', 'Fantasy', 'Great Soundtrack', 'Local Multiplayer', 'PvP', 'RPG', 'Third Person', 'Co-op', 'Atmospheric', 'Animation & Modeling', 'Local Co-Op']","['Single-player', 'Multi-player', 'Online Multi-Player', 'Local Multi-Player', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Stats', 'Steam Leaderboards']",234670,80,CyberConnect2 Co. Ltd.,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,1326057
Poker Night 2,"['Casual', 'Card Game', 'Comedy', 'Singleplayer', 'Gambling', 'Funny', 'Sports', 'Strategy', 'Point & Click', 'Atmospheric', 'Board Game', 'Simulation', 'Controller']","['Single-player', 'Full controller support']",234710,75,Telltale Games,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2013,1816716
Driver Fusion Premium,"['Utilities', 'Education', 'Web Publishing', 'Software Training', 'Software', 'Free to Play']","['Steam Achievements', 'Steam Cloud', 'Stats']",234820,0,Treexy,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,2017,9712
Anodyne,"['Adventure', 'Indie', 'Action', 'Exploration', 'Surreal', 'Retro', 'Pixel Graphics', 'Singleplayer', 'Puzzle', 'Top-Down', 'Action RPG', 'Great Soundtrack', 'RPG', 'Action-Adventure', '2D', 'Atmospheric']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud']",234900,75,"Sean Han Tani,Joni Kittaka",0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,58741
Dyscourse,"['Adventure', 'Indie', 'Casual', 'Simulation', 'Choose Your Own Adventure', 'Survival', 'Choices Matter', 'Female Protagonist', 'Singleplayer']","['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards']",234920,71,Owlchemy Labs,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2015,19074
The 39 Steps,"['Adventure', 'Indie', 'Interactive Fiction', 'Casual', 'Based On A Novel', 'Point & Click', 'Narration', 'Singleplayer', 'Story Rich', 'Thriller', 'Horror']","['Single-player', 'Steam Achievements', 'Steam Trading Cards']",234940,0,The Story Mechanics,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,36372
Bad Bots,"['Indie', 'Action', 'Platformer', 'Shooter', 'Metroidvania']","['Single-player', 'Steam Achievements', 'Full controller support']",235070,49,Point Five Projects,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,7715
STRIDER™ / ストライダー飛竜®,"['Platformer', 'Metroidvania', 'Action', 'Ninja', 'Side Scroller', 'Hack and Slash', 'Arcade', '2.5D', 'Adventure', 'Retro', 'Classic', 'Remake', 'Singleplayer', 'Fast-Paced', 'Controller', 'Sci-fi', '2D', 'Anime', 'Cyberpunk', ""Beat 'em up""]","['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']",235210,78,"Double Helix Games,Capcom",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,102792
Super Sanctum TD,"['Tower Defense', 'Strategy', 'Indie', 'Casual', 'Retro', 'Isometric', '2D', 'Singleplayer', 'Difficult', 'Pixel Graphics']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']",235250,0,Coffee Stain Studios,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2013,120851
Original War,"['Strategy', 'RTS', 'Sci-fi', 'Real-Time with Pause', 'RPG', 'Singleplayer', 'Indie', 'Classic', 'Time Travel', 'Multiplayer', 'Story Rich', 'Difficult', 'Great Soundtrack', '2D']","['Single-player', 'Multi-player', 'Steam Achievements', 'Captions available', 'Steam Cloud']",235320,61,Altar Games,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2001,8185
Prime World: Defenders,"['Tower Defense', 'Strategy', 'Indie', 'Card Game', 'Singleplayer', 'Casual', 'Fantasy', 'RPG', 'Great Soundtrack', 'Adventure', 'Tactical', 'Survival', 'Classic', 'Action', 'Steampunk', 'Tactical RPG', 'Female Protagonist', 'Funny', 'Loot', 'Strategy RPG']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Stats']",235360,58,Nival,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,2013,162551
Blitzkrieg 3,"['Strategy', 'World War II', 'RTS', 'Military', 'Real Time Tactics', 'Tactical', 'War', 'Multiplayer', 'Historical', 'PvP', 'Tanks', 'Massively Multiplayer', 'Competitive', 'Singleplayer', 'Simulation', 'Realistic', 'Difficult', 'Real-Time', 'Real-Time with Pause', 'Base Building']","['Single-player', 'Multi-player', 'Online Multi-Player', 'MMO', 'Steam Achievements', 'Steam Trading Cards']",235380,68,Nival,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2017,18074
King’s Bounty: Legions,"['Free to Play', 'Strategy', 'RPG', 'Adventure', 'Turn-Based', 'Massively Multiplayer', 'Indie', 'Turn-Based Strategy', 'Fantasy']","['Single-player', 'Multi-player', 'Cross-Platform Multiplayer']",235400,0,Nival,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,2013,28852
METAL GEAR RISING: REVENGEANCE,"['Great Soundtrack', 'Action', 'Hack and Slash', 'Spectacle fighter', 'Swordplay', 'Character Action Game', 'Third Person', 'Singleplayer', 'Cyberpunk', 'Ninja', 'Fast-Paced', 'Gore', 'Sci-fi', 'Replay Value', 'Difficult', 'Mechs', 'Adventure', 'Story Rich', 'Stealth', ""Beat 'em up""]","['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud']",235460,83,PlatinumGames,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,891880
Warhammer: End Times - Vermintide,"['Action', 'Online Co-Op', 'Co-op', 'Gore', 'Dark Fantasy', 'First-Person', 'Games Workshop', 'Multiplayer', 'FPS', 'Fantasy', 'Atmospheric', 'Action RPG', 'Survival', 'Hack and Slash', 'RPG', 'Indie', 'Horror', 'Adventure', 'Singleplayer', 'Female Protagonist']","['Single-player', 'Co-op', 'Steam Achievements', 'Steam Trading Cards', 'Captions available', 'Partial Controller Support', 'Steam Cloud']",235540,79,Fatshark,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,1488535
Tom Clancy’s Splinter Cell Blacklist,"['Stealth', 'Action', 'Co-op', 'Third Person', 'Multiplayer', 'Adventure', 'Singleplayer', 'Shooter', 'Tactical', 'Third-Person Shooter', 'Online Co-Op', 'Parkour', 'FPS', 'Story Rich', 'Strategy', 'Atmospheric', 'First-Person', 'Controller', 'RPG', 'Mature']","['Single-player', 'Multi-player', 'Co-op']",235600,0,Ubisoft Toronto,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,1650451
Small World 2,"['Board Game', 'Strategy', 'Casual', 'Indie', 'Multiplayer', 'Turn-Based', 'Singleplayer', 'Fantasy']","['Single-player', 'Multi-player', 'Cross-Platform Multiplayer', 'Steam Trading Cards', 'Steam Turn Notifications']",235620,0,Days of Wonder,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2013,31390
Eador: Genesis,"['Strategy', 'Indie', 'Turn-Based Strategy', 'RPG', 'Fantasy', 'Turn-Based', 'Retro']",['Single-player'],235660,0,"Alexey Bokulev,Snowbird Games",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2009,5254
Cubetractor,"['Indie', 'Strategy', 'Action', 'Puzzle', 'Tower Defense', 'Pixel Graphics']","['Single-player', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud', 'Steam Leaderboards']",235720,75,Ludochip,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2013,3648
Audiosurf 2,"['Music', 'Indie', 'Rhythm', 'Music-Based Procedural Generation', 'Moddable', 'Casual', 'Singleplayer', 'Local Multiplayer', 'Arcade', 'Puzzle', 'Racing', 'Local Co-Op', 'Multiplayer', 'Great Soundtrack', 'Mouse only', 'Procedural Generation', 'Controller', 'Colorful', 'Action', 'Difficult']","['Single-player', 'Shared/Split Screen', 'Full controller support', 'Steam Workshop']",235800,76,Dylan Fitterer,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,442382
Element4l,"['Indie', 'Platformer', 'Action', 'Atmospheric', 'Great Soundtrack', 'Puzzle', 'Difficult', 'Casual', 'Singleplayer', '2D']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Leaderboards']",235820,77,I-Illusions,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,25125
RPG Maker XP,"['Web Publishing', 'RPGMaker', 'Game Development', 'RPG', 'Anime']",['Single-player'],235900,0,KADOKAWA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2005,93793
Tetrobot and Co.,"['Puzzle', 'Indie', 'Casual', 'Robots', 'Difficult']","['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",235980,72,Swing Swing Submarine,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,11664
Bloxitivity,"['Indie', 'Casual', 'Puzzle-Platformer', 'Level Editor']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Partial Controller Support', 'Steam Leaderboards', 'Includes level editor']",236010,0,55 Revolver,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,4037
Dust: An Elysian Tail,"['Action', 'Platformer', 'Indie', 'Metroidvania', 'RPG', 'Adventure', '2D', 'Singleplayer', 'Fantasy', 'Great Soundtrack', ""Beat 'em up"", 'Hack and Slash', 'Exploration', 'Controller', 'Story Rich', 'Side Scroller', 'Anime', 'Atmospheric', 'Action RPG', 'Cute']","['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",236090,0,Humble Hearts LLC,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2013,755280
Dungeon Defenders II,"['Tower Defense', 'Free to Play', 'Multiplayer', 'Co-op', 'Strategy', 'RPG', 'Action', 'Online Co-Op', 'Fantasy', 'Adventure', 'Third Person', 'Funny', 'Indie', 'Singleplayer', 'Massively Multiplayer', 'Casual', 'Hack and Slash', 'MMORPG', 'MOBA', 'Loot']","['Single-player', 'Multi-player', 'Co-op', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support']",236110,0,Trendy Entertainment,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,2017,3758017
Horizon,"['Strategy', 'Space', '4X', 'Turn-Based', 'Indie', 'Sci-fi', 'Singleplayer', 'Simulation', 'Grand Strategy', 'Turn-Based Strategy', 'Adventure', 'Turn-Based Tactics', 'Open World']","['Single-player', 'Steam Achievements', 'Steam Trading Cards']",236130,0,L3O Interactive,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2014,19942
Starpoint Gemini 2,"['Space', 'Simulation', 'RPG', 'Open World', 'Sci-fi', 'Space Sim', 'Singleplayer', 'Action', 'Sandbox', 'Adventure', 'Moddable', 'Strategy', 'Survival', 'Difficult', 'Relaxing', 'Indie', 'Multiplayer']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Partial Controller Support', 'Steam Cloud']",236150,70,Little Green Men Games,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2014,171075
Cranky Cat,"['Casual', 'Puzzle']",['Single-player'],236290,0,March Entertainment,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,4212
Interstellar Marines,"['Early Access', 'Action', 'FPS', 'Indie', 'Tactical', 'Co-op', 'Multiplayer', 'Sci-fi', 'Shooter', 'Horror', 'Atmospheric', 'First-Person', 'Simulation', 'Online Co-Op', 'Space', 'Singleplayer', 'Team-Based', 'RPG', 'Adventure', 'Realistic']","['Single-player', 'Multi-player', 'Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud', 'Stats', 'Steam Leaderboards']",236370,0,Zero Point Software,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,2013,272839
DARK SOULS™ II,"['RPG', 'Dark Fantasy', 'Difficult', 'Action RPG', 'Action', 'Adventure', 'Exploration', 'Atmospheric', 'Co-op', 'Multiplayer', 'Fantasy', 'PvP', 'Third Person', 'Replay Value', 'Open World', 'Medieval', 'Dark', 'Online Co-Op', 'Singleplayer', 'Horror']","['Single-player', 'Multi-player', 'Co-op', 'Steam Achievements', 'Full controller support']",236430,91,"FromSoftware, Inc",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2014,10014450
PAC-MAN™ Championship Edition DX+,"['Arcade', 'Retro', 'Classic', 'Score Attack', 'Action', 'Remake', '2D', 'Great Soundtrack', 'Casual', 'Fast-Paced', 'Singleplayer', 'Puzzle', 'Strategy', 'Multiplayer', 'Controller', 'Touch-Friendly', 'Funny', 'Colorful']","['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Steam Leaderboards']",236450,0,"Mine Loader Software Co., Ltd.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,111203
PAC-MAN MUSEUM™,"['Arcade', 'Classic', 'Action', 'Retro', 'Local Multiplayer', 'Singleplayer']","['Single-player', 'Multi-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Stats', 'Steam Leaderboards']",236470,0,BANDAI NAMCO Studio Inc.,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,1592
Hexodius,"['Action', 'Indie']","['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']",236490,47,Brain Slap Studio,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,4523
Blood Bowl 2,"['Strategy', 'Sports', 'Turn-Based', 'Games Workshop', 'Fantasy', 'Multiplayer', 'Board Game', 'Turn-Based Strategy', 'Gore', 'Football', 'Singleplayer', 'Difficult', 'Violent', 'Dark Humor', 'Funny', 'RPG', 'Blood', 'Warhammer 40K']","['Single-player', 'Multi-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'In-App Purchases', 'Steam Cloud']",236690,76,Cyanide Studios,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2015,388482
Anomaly 2,"['Strategy', 'Indie', 'Action', 'Tower Defense', 'Sci-fi', 'Multiplayer', 'RTS', 'Singleplayer', 'Touch-Friendly']","['Single-player', 'Multi-player', 'Cross-Platform Multiplayer', 'Steam Trading Cards', 'Steam Cloud']",236730,77,11 bit studios,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2013,46050
Agricultural Simulator 2013 - Steam Edition,"['Simulation', 'Casual', 'Agriculture']","['Single-player', 'Steam Achievements', 'Stats']",236790,0,Actalogic,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2013,30138
Europa Universalis IV,"['Grand Strategy', 'Strategy', 'Historical', 'Simulation', 'Real-Time with Pause', 'Sandbox', 'Military', 'Multiplayer', 'Singleplayer', 'Replay Value', 'Diplomacy', 'Political', 'Education', 'Moddable', 'RTS', 'Open World', 'Great Soundtrack', 'Medieval', 'Co-op', '4X']","['Single-player', 'Multi-player', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud']",236850,87,Paradox Development Studio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2013,14528516
HITMAN™,"['Stealth', 'Action', 'Assassin', 'Third Person', 'Singleplayer', 'Tactical', 'Shooter', 'Open World', 'Atmospheric', 'Crime', 'Sandbox', 'Strategy', 'Episodic', 'Story Rich', 'Third-Person Shooter', 'Great Soundtrack', 'Adventure', 'Heist', 'Illuminati', 'Nudity']","['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']",236870,0,"IO Interactive A/S,Feral Interactive (Linux),Feral Interactive (Mac)",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,462311
Blackwell Epiphany,"['Adventure', 'Point & Click', 'Indie', 'Female Protagonist', 'Supernatural', 'Mystery', 'Pixel Graphics', 'Story Rich', 'Noir', '2D', 'Singleplayer']","['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Commentary available']",236930,0,Wadjet Eye Games,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,4009
Jack Keane 2 - The Fire Within,"['Adventure', 'Point & Click']",['Single-player'],236970,0,Deck 13,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,3386
Mortal Kombat Komplete Edition,"['Fighting', 'Gore', 'Action', 'Multiplayer', 'Violent', 'Classic', 'Co-op', 'Arcade', 'Blood', 'Singleplayer', 'Local Co-Op', '2D Fighter', 'Competitive', 'Local Multiplayer', 'Replay Value', '2.5D', 'Remake', ""Beat 'em up"", '2D', 'Controller']","['Single-player', 'Multi-player', 'Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Steam Leaderboards']",237110,0,"NetherRealm Studios,High Voltage Software",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,1556718
Elsword,"['Free to Play', 'Anime', 'RPG', 'Action', 'Adventure', 'Massively Multiplayer', 'MMORPG', 'Fighting', 'Multiplayer', 'Side Scroller', 'PvP', 'Online Co-Op', 'Cute', 'Hack and Slash', 'Fantasy', '2D', 'Casual', 'Co-op', ""Beat 'em up"", 'Platformer']","['Single-player', 'Multi-player', 'MMO', 'Co-op']",237310,0,KOG,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2014,5058593
Frozen Cortex,"['Sports', 'Strategy', 'Tactical', 'Indie', 'Turn-Based', 'Turn-Based Strategy', 'Multiplayer', 'Singleplayer', 'Great Soundtrack', 'Rogue-like', 'Sci-fi']","['Single-player', 'Multi-player', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Full controller support']",237350,79,Mode 7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,2015,12232
Expeditions: Conquistador,"['RPG', 'Strategy', 'Turn-Based', 'Indie', 'Turn-Based Strategy', 'Historical', 'Exploration', 'Tactical', 'Isometric', 'Story Rich', 'Multiple Endings', 'Survival', 'Turn-Based Combat', 'CRPG', 'Adventure', 'Singleplayer', 'Kickstarter', 'Hex Grid']","['Single-player', 'Multi-player', 'Steam Achievements', 'Steam Trading Cards']",237430,77,Logic Artists,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,2013,68498
Battle Worlds: Kronos,"['Strategy', 'Turn-Based Strategy', 'Turn-Based', 'Sci-fi', 'Kickstarter', 'Indie', 'Singleplayer', 'Multiplayer', 'Hex Grid', 'Asynchronous Multiplayer']","['Single-player', 'Multi-player', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Trading Cards', 'Includes level editor']",237470,71,KING Art,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2013,3968
Realms of Arkania: Blade of Destiny,"['RPG', 'Adventure', 'Indie', 'Turn-Based', 'Fantasy', 'Remake', 'Singleplayer']","['Single-player', 'Steam Achievements', 'Steam Cloud', 'Stats']",237550,0,Crafty Studios,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2013,2793
