ids,playtimeforever
275060,7848
275080,22521
275100,29237
275180,27918
275200,36857
275290,15186
275330,5
275350,10665
275390,68961
275470,60013
275490,79716
275510,8278
275530,21206
275570,26853
275610,17897
275670,104811
275810,1708
275830,958
275850,1792736
2760,467884
27600,16
276220,1623
276240,20
276340,693
276360,77
276430,389
276440,785
276730,3551
276750,1011
276770,11855
276810,263982
276870,4246
276890,19831
277110,4834
277170,20
277230,12813
277270,4061
277390,445
277430,163907
277450,17765
277460,3996
277470,19102
277490,21355
277500,19296
277510,11777
277520,11497
277540,105
277560,451
277590,79603
277630,5599
277650,60
277680,11597
277700,1438
277850,4164
277870,18875
277890,50583
277910,1714
277930,23501
277950,111902
2780,18707
27800,336
278080,821948
27810,612
278100,447
278150,352
278190,15
278210,9414
278360,193761
278420,1069
278440,13276
278460,117134
278490,2464
278510,116
278530,97816
278550,1008
278570,12128
278590,2670
278620,15367
278640,13873
278810,2876
278890,7469
278910,63089
278930,14679
278970,10830
2790,303
27900,3242
279140,73943
279160,15070
27920,7924
279260,10992
27940,15719
279420,2458
279440,17044
279460,29
279480,70617
279500,120
279520,5723
279540,270
279560,1513
279580,4449
279640,167
279720,9831
279740,173
279800,14346
279840,45
279900,8231
279920,3128
279940,16518
279990,5403
280,495050
2800,50323
28000,94145
280010,8666
280040,36512
280140,10317
280180,25608
280200,11
280220,332420
280320,48294
280360,14438
280380,160
280440,2887
280460,5460
28050,4564501
280500,2853
280520,64205
280540,2419
280560,5477
280600,5920
280620,2519
280640,8707
280680,688
280720,5994
280740,151005
280790,1078409
280830,371
280890,4164
280910,16031
280930,23112
2810,80484
281060,4902
281130,5877
281200,17139
281220,23839
281240,359
281260,304
281280,3473
281350,801
281370,23026
281390,3844
281410,3578
281430,999
281450,2439
281560,55
281580,912
281610,78418
281640,43244
281690,199244
281750,10640
281820,1286
281840,207
281860,10740
281920,5665
281940,6329
281990,2840492
2820,688359
282010,9309
282030,14581
282050,39872
282070,1744472
282100,43295
282140,158364
282210,56929
282350,3089675
282370,34
282400,83269
282440,1034443
282530,11997
282560,15698
282590,77086
282620,481
282640,675
282660,385116
282680,711
282740,930
282760,44808
282780,1489
282800,495602
282860,1883
282880,43873
282900,810594
282960,42
283000,29920
283020,22953
283040,22354
283060,5809
283080,7362
283100,2980
283160,4464
283180,11652
283230,18164
283270,1028
283290,63336
283310,1236
283330,1540
283350,2295
283370,750
283390,30758
283410,1434
283430,860
283450,2069
283490,2530
283580,89
283640,100992
283660,15268
283680,37663
283820,768
283840,4503
283880,20156
283920,2516
283940,9956
283960,16799
283980,12158
2840,14308
284000,363
284020,2179
284050,1305
284100,1893
284140,3096
284160,1102650
284180,1915
284200,10538
284220,40650
284260,565
284290,2161
284390,11522
284410,398
284460,45479
284580,210
284680,171
284710,77403
284730,15158
284750,18004
284770,21366
284790,20878
284810,23086
284830,19832
284850,26358
284870,20182
284890,19178
284910,17
284930,11037
284950,85270
284970,141
284990,6528
2850,978
285010,29339
285030,196
285050,14044
285070,4201
285090,5878
285110,4683
285130,8802
285160,343994
285310,114617
285330,106950
285350,493
285400,1551
285420,10226
285440,23639
285480,7566
285500,26696
285520,4265
285580,35518
285670,5
285740,17753
285800,21380
285820,17565
285840,61321
285900,497479
285920,200700
285960,3009
285980,6679
286040,72754
286080,115553
286100,115935
286120,61081
286140,1733
286160,1964279
286200,14202
286220,2602
286240,5244
286260,26932
286280,5259
286320,15262
286340,96269
286360,34182
286380,3172
286440,63
286460,1248
286480,489
286500,5244
286520,9
286540,1016
286570,111853
286660,7892
286690,841744
286730,16
286750,96
286770,359
286810,23711
286830,5374
286880,4543
286930,97
286940,34815
2870,319091
287020,14128
287070,3120
287100,3261
287120,59788
287140,7414
287200,4815
287220,15321
287260,20281
287290,271082
287340,29833
287390,879055
287450,1164816
287580,57336
287600,8025
287680,268438
287700,8290715
287720,394
287780,402
287840,8339
287860,73265
287900,546
287920,165010
287960,717
287980,222846
288020,6470
288040,3953
288060,6980
288100,6581
288120,21237
288140,9335
288160,42761
288220,2044
288260,3208
288270,9364
288290,4273
288370,15164
288470,499700
288570,2765
288630,117
288650,506
288670,539
288690,1934
288710,192
288730,1284
288750,894
288790,248
288830,360
288840,850
288880,15068
288930,7365
288970,276
289050,7
289090,35768
289130,1901974
289180,66208
289200,662
289220,8650
289240,322
289260,221
289280,1195
289300,22398
289320,45
289340,3651
289360,24
289400,7558
289420,7442
289440,6464
289460,373
289480,9269
289500,2698
289520,68955
289550,5
289580,2078
289600,16644
289620,2989
289650,1007719
289690,35276
289760,43429
289780,11024
289800,737
289820,42
289840,1534
289890,83423
289910,88
289930,42481
289950,182157
2900,6971
290000,2238
290020,2331
290040,5407
290060,2982
290080,1799967
290140,111053
290260,12080
290280,14737
290300,238801
290320,8769
290340,245591
290380,1683
290410,2489
290440,72
290460,598
290490,769
290530,6044
290650,14335
290710,8340
290730,143194
290750,583
290770,51116
290790,268032
290810,2065
290830,6199
290870,1050
290890,47903
290930,250106
290970,6158
290990,12693
2910,17175
291010,52825
291030,16758
291050,20979
291070,1740
291090,113
291130,18276
291150,52731
291170,16643
291190,4147
29120,8569
291210,79515
291250,2468
291270,6344
291290,868
29130,2993
291330,16825
291370,962
291390,2814
29140,3394
291410,152365
291430,3804
291450,8296
291480,3073021
29150,3411
291550,6518867
29160,1981
291610,131
291630,845
291640,206
291650,1421628
291710,9486
291770,535
29180,77186
291910,16097
291930,3054
291960,2929
2920,4774
292030,11760383
292060,2550
292090,1004
292120,855927
292140,262520
292160,5976
292180,104723
292200,5222
292230,59185
292240,4639
292260,2998
292280,118
292300,2093
292330,1482
292350,3355
292370,25832
292380,52576
292390,2879
292400,2910
292410,64984
292420,748
292480,10837
292500,11937
292570,24118
292600,15594
292620,18450
292630,37121
292660,693
292670,1135
292680,224
292760,817
292780,5494
292800,50208
292820,714
292840,218
292860,36
292880,290
292910,99379
292930,1483
292990,2689
2930,575
293010,52281
293140,39
293160,4147
293180,89790
293200,366
293220,995
293240,16326
293260,761550
293280,477
293300,2184
293320,15354
293340,2835
293360,593
293400,220
293420,224
293440,2322
293460,448
293480,541
293500,57156
293520,5498
293540,263380
293560,57154
293600,6207
293660,6994
293680,11911
293720,207
293740,17441
293760,223966
293780,105929
293820,241
293840,2440
293860,20682
293880,6898
293900,7243
293920,8432
293940,13499
293960,2780
294000,13149
294020,55935
294040,12521
294060,443
294100,1347043
294140,16586
294160,42233
294190,7665
294230,19187
294280,197
294370,9942
294390,558
294440,16953
294460,10014
294530,9715
294540,1796
294550,1157
294570,853
294580,596
294590,66
294650,1567
294660,8349
294670,1518
294680,830
294690,769
294700,512
294710,470
294720,35401
294730,30
294750,9081
294770,920
294790,1501
294810,115490
294830,823
294860,949216
29500,77702
295110,11005372
29520,4
295250,2643
295270,5068170
29530,2328
295490,9950
295550,202106
295590,5433
295610,337
295630,412
295670,222
295690,42398
295710,11440
295730,10058
295750,2918
295770,11914
295790,54487
295810,91
295850,4811
295870,578
295910,5444
295930,27282
295990,5455
296010,3237
296030,1177
296050,57436
296070,28369
296150,285
296180,583
296210,22
296220,6071
296240,14739
296280,13349
296300,3775
29640,39050
296470,451635
296490,360091
29650,116308
296510,7041
296530,452
296550,658
296570,44614
296590,4169
296610,6594
296630,940
296650,199
296710,10026
296730,4534
296770,31362
29680,9660
296830,31319
296850,4505
296870,19368
296910,87411
296930,24260
296950,2104
296970,128956
297000,169879
297020,93127
297060,3849
297080,1589
297090,18
297100,5457
297110,6496
297120,61617
297130,72864
29720,297619
297210,5547
297270,2533
297290,14797
297310,723
297330,2996
297350,1234
297370,1124
297390,11
297410,4659
297450,1461
297470,2064
297490,14549
297570,384
297590,3148
297620,64
297720,187
297740,5874
297750,19979
297760,2901
297810,204584
297860,24667
297920,10786
29800,84267
298020,414
298030,55676
298050,134701
298110,3284425
298140,1324
298160,133163
298180,5800
298220,427
298240,262548
298260,95563
298280,3216
298300,84
298340,1829
298360,7595
298400,7706
298420,52
298480,29612
298520,71999
298560,16678
298600,81375
298630,1763674
298790,373
298820,4520
298830,3097
298840,3287
298850,4114
298890,3638
298930,185
298950,140
2990,269843
29900,9952
299010,6
299030,11906
299050,3237
299070,4516
299090,23717
299110,670
299150,1119
299160,1023
299170,212
299180,1538
299250,4428
299260,39811
299340,8848
299360,1871664
299420,6236
299440,9026
299460,119774
299480,6772
299500,6784
299540,27736
299580,53
299600,1202
299640,1243
299660,9239
299680,1260
299700,39356
299720,50364
299740,336006
299780,9959
299800,38
299820,30
299840,10988
299860,186239
299890,3982
299910,1409
30,758752
300,6137750
3000,3882
300040,29966
300060,4651
300080,174879
300200,3051
300220,24174
300260,163
300280,3930
300300,17312
300320,16536
300340,11831
300360,11188
300380,63121
300400,4321
300510,165
300540,12482
300550,448515
300570,97310
300580,35357
300610,2973
300620,334
300630,26
300760,7667
300820,1548
300840,2392
300900,184
300970,101368
3010,5586
301050,4959
301120,63528
301150,18555
301190,30319
301200,20766
301220,60
301260,166
301300,9579
301320,7500
301360,1088
301380,6663
301420,308
301460,13300
301480,36293
301500,284
301520,23434447
301540,11624
301560,657
301610,50090
301640,423773
301650,6965
301670,117
301680,7092
301690,779
301700,1020
301730,534
301740,1182
301750,49706
301760,1783
301830,37
301860,4013
301910,555003
301920,7796
301930,318
301970,129108
301980,3369
301990,7778
3020,28746
302010,24263
302060,1734
302080,12119
302110,881
302120,4891
302130,1788
302160,887
302170,310
302180,1379
302190,983
302210,155
302240,650
302250,3528
302260,80
302270,506008
302290,7063
302310,11522
302320,2168
302330,604
302340,163
302350,758
302380,129721
302390,458
302440,499
302460,592
302470,7521
302490,3483
302510,333603
302570,21
302590,48464
302610,65347
302650,5691
302670,111264
302690,13794
302710,25308
302730,378
302750,2513
302790,11613
302810,21
302830,1121013
302850,3328
302870,1347
302910,150
302950,4438
302970,3520
303210,84476
303260,11031
303290,13555
303310,7285
303340,2812
303390,171500
303410,7893
303430,11840
303470,3095
303510,4643
303530,76
303550,3126
303590,5178
303680,5339
303690,10610
303710,661
303720,1288
303760,797
303790,11742
303800,22669
303820,2354
303830,1707
303840,6086
303850,1081
303860,492
303870,91
303880,104
303910,2068
303940,554
304030,3326934
304050,17557946
304150,1553
304170,2948
304240,124956
304270,120876
304290,20644
304350,11372
304410,119982
304430,69962
304460,11864
304500,10885
304540,29
304650,489536
304670,63491
304730,140994
304890,456
304910,2198
304930,50953215
304950,8079
3050,1341
305010,5094
305050,45593
305070,3686
305260,429353
305280,98
305380,10737
305390,1787
305460,8
305480,6276
305490,12406
305500,1624
305510,3762
305620,752609
305640,20790
305660,31
305740,5030
305780,6375
305800,1664
305820,4827
305840,645
305860,6
305920,2871
305940,24337
305960,2959
305980,13188
306020,615001
306040,46393
306130,5492366
306200,3954
306260,508
306350,31219
306370,166
306410,41073
306440,1155
306480,1086
306490,5308
306520,391
306550,21039
306620,996
306630,978
306640,1118
306660,87052
306670,2672
306680,10976
306700,6015
306760,24073
306830,463886
306930,87
306950,9209
307010,5849
307030,353
307050,20072
307070,49401
307090,16053
307130,15916
307170,25972
307190,29383
307210,4727
307230,38235
307270,4752
307290,68261
307340,10645
307350,23055
307410,40
307430,10295
307560,36
307570,3047
307580,7341
307590,11621
307600,8961
307620,193
307640,37666
307670,29660
307690,824290
307760,2611
307770,1260
307780,1553467
307880,158327
307900,2964
307920,553
307930,4322
307960,58503
307980,106180
307990,1012
308000,16238
308040,14840
308060,98
308080,1195
308173,10593
308270,6132
308320,13
308330,922
308360,4453
308380,13649
308420,131253
308440,3486
308460,2065
308520,4066
308560,81
308580,4022
309900,28
310060,55567
310070,14557
310080,92356
310110,13250
310360,32068
310370,27009
310380,530575
310450,3056
310460,3300
310470,32543
310490,1754
310510,94507
310560,546479
310640,12
310700,13182
310740,5566
310760,3027
310790,43785
310810,4722
310850,8192
310880,7190
310890,13699
310950,801047
310970,796
310990,13
31100,22106
311010,1082
311040,5293
311060,2481
311080,7790
31110,9667
311100,1362
311120,3399
311140,4713
311170,2876
311190,13423
31120,8182
311210,13201958
311240,38485
311250,13809
31130,11308
311310,369496
311340,486216
311400,2196
311480,31990
311490,4
311560,387005
311680,17939
311690,1339761
31170,48307
311700,7089
311720,3603
311730,158348
311770,31666
31180,30473
311800,14652
311820,286
311840,1073
311850,1000
311860,1983
311870,21817
31190,25815
311910,2323
311930,1642
311980,958
31200,28144
312010,3981
312020,91
31210,21355
312150,20859
31220,57870
312200,4718
312210,36045
312220,122
312230,5932
312240,1381
312280,40366
31230,36642
312300,8926
312350,3817
312360,2363
312370,32684
312390,209
31240,33133
312400,39
312410,31
312420,708
312430,6275
312440,179
312450,15517
31250,29336
312510,6175
312530,668800
312540,16225
31260,22272
312600,4164
312610,39701
312630,23923
312640,48174
31270,60620
312710,578
312720,9726
312750,70222
312780,71229
312790,37815
31280,1955064
312840,68898
312860,130
31290,100606
312900,2210
312920,96728
312960,13444
312970,176
312980,7694
312990,688525
3130,49011
31300,35
313010,41128
313020,43294
313040,1014
313080,37142
313120,1021584
313130,13197
313140,5811
313160,1506381
313190,55
313210,590
313240,3463
313330,19
313340,425287
313360,4706
313400,7208
313470,5562
313480,33754
313500,31019
313590,5123
313620,685
313630,18124
313650,12599
313660,558
313690,560097
313730,120911
313740,712751
313810,8429
313830,248
313870,552
313960,131
313980,990
314000,13520
314010,26745
314020,59224
314030,17575
314070,12750
31410,102463
314150,7902
314160,1372560
314180,31274
314200,9893
314210,3566
314220,2419
314230,68978
314240,14387
314250,24083
314280,19186
314290,3789
314300,662
314320,5644
314340,1751
314360,257
314370,1560
314380,4565
314410,164214
314420,39858
314450,51901
314460,3292
314470,4359
314500,5759
314510,311
314520,7502
314540,64
314560,4204
314570,4637
314590,27
314660,107094
314700,42352
314710,10930
314760,1075
314770,10
314810,11862
314830,21769
314850,56
314970,43649
314980,37807
3150,69
31500,1622
315060,7767
315070,15285
315080,3281
315110,3639
315130,157
315240,25
315260,9441
315320,1304
315330,300
315340,1471
315430,84520
315440,7590
315450,53
315460,101135
315480,1002
315540,323
315550,770
315600,11138
315610,2445
315640,92261
315650,198
315660,3295
315670,1755
315740,491
315810,77130
315830,467
315840,29517
315850,4677
315860,4583
315880,249898
315920,10352
315930,6044
315940,1653
3160,1398
316010,1368753
316020,71
316030,3649
316080,6442
316110,5402
316140,5981
316160,1700
316180,11858
316240,1705
316260,5779
316320,887
316370,4349
316390,105417
316430,92358
316460,234
316480,2601
316600,14730
316610,187
316630,41
316660,5004
316700,361
316720,13058
316740,131
316750,892
316790,177748
316810,913
316830,739
316840,7004
316890,1494
316930,3050
316950,17
316970,5208
3170,115927
31700,29364
317020,673
317030,10623
317040,18332
317060,1009
317080,153
317100,6791
317110,100904
317250,24108
317280,1526
317290,16937
317300,26224
317330,3644
317360,508970
317380,745
317400,414224
317410,16311
317440,17355
317470,372168
317510,15807
317530,259
317580,18
317610,5609
317620,47523
317710,24266
317720,107
317760,561
317780,15461
317790,6043
317820,61115
317840,82
317920,7
317940,489
317950,270
317970,2632
31800,785
318020,193936
318090,2098
31810,1712
318100,25627
318130,7451
31820,2201
318220,76083
318230,32755
318260,1536
31830,4800
318310,7241
318330,4463
318350,176
31840,1398
318430,98556
318440,682
318480,7616
31850,2428
318530,49498
318570,6598
31860,1735
318600,20220
318650,1022
318660,144
318690,232
31870,425
318740,58
31880,1131
318860,5449
31890,1613
318950,523
318970,3912
31900,850
319050,54972
319060,6
319080,1758
31910,1588
319140,1568
319150,7444
319170,5581
319180,34391
31920,2564
319210,63
319230,8922
319250,49088
319270,7095
319280,5337
31930,2211
319300,400
319320,9520
319400,368
319450,12241
319470,6090
319480,4028
319510,411149
319550,11709
319560,8638
319570,2515
319630,1714884
319730,19590
319740,8380
319750,1311
319780,329
31980,1173
319830,3871
319850,12113
319910,68762
319970,12569
319980,1931
319990,14956
320,2847457
3200,2764
32000,177
320000,3247
320040,19326
320090,1686
320110,199
320120,5191
320140,75002
320150,12924
320240,71844
320300,456152
320310,23
320320,1512
320340,21824
320400,3977
320430,1071
320520,6902
320540,14728
320590,15387
320610,810
320630,5524
320650,3630
320670,5670
320690,3856
320760,15129
320790,5590
320820,4711
320840,10212
320890,487
320970,393
321030,92
321040,450657
321060,10511
32110,1690
321110,19294
321150,37246
321190,13312
32120,4598
321260,35424
321270,933
321290,9174
32130,326
321310,25
321330,795
321350,669
321360,351429
321370,390
32140,1633
321400,6339
321410,17351
321450,3
321480,14112
321490,305
32150,18927
321540,2796
321560,2341
32160,22585
321600,90
321610,29
321660,54
321710,5
321800,47966
321830,18163
321840,11494
321860,2157
321870,19159
321920,10408
321940,12
321950,19212
321960,57437
321980,3832
3220,9371
32200,16092
322080,3031
322110,17130
322170,2020900
322190,18132
322210,8443
322290,25558
322300,26999
322330,9748661
322440,218
322500,336999
322520,109251
322540,8870
322550,209
322580,24
322600,6084
322630,7767
322680,7176
322770,7636
322850,32221
322900,18984
322910,74090
322920,173643
322930,40
322950,1978
322970,15736
322980,1280
322990,212
3230,4283
323020,1979
323040,2069
323060,33169
32310,3584
323220,60619
323240,330
323250,3
323270,186
323280,489
32330,31148
323320,169115
323370,9813394
323380,42376
32340,4333
323430,97
323450,5917
323460,5082
323470,2501200
323490,34016
32350,66109
323580,20109
32360,128824
323610,73190
323630,412
323670,283
323680,160
32370,2912744
323700,430
323720,13522
323780,1013
32380,69308
323850,87726
32390,24637
323900,15168
32400,68531
324070,7240
324080,59629
324090,3
32410,998
324110,55
324120,608
324140,209
324160,53644
324170,3107
324190,9505
32420,50949
324260,23701
324270,651
32430,712183
324310,24611
324390,3624
32440,619008
324400,206
324420,8415
324470,3819
32450,155589
324510,4857
324570,17959
32460,68009
324610,447
324650,5108
324680,48366
32470,1934198
324710,1348
324730,4858
324740,838
324750,6265
324760,556
324770,1011
324790,8721
324810,44393
32500,425747
325060,1130
325090,16541
32510,327204
325100,28483
325110,225
325120,11330
325150,5876
325160,1146
325180,11255
325210,3072
325300,240
325320,5495
325370,18305
325420,26940
325430,231
325470,7889
325520,4098
325600,74966
325610,4039308
325630,3815
325730,9235
325790,1923
325860,3065
325870,5036
325880,140
325910,5805
3260,5179
326060,4
32610,1213
326110,10
326120,14438
326130,19
326150,16254
326160,377665
326180,27093
326190,24559
32620,1539
326230,2269
32630,701
326340,1718
326380,705
32640,911
326410,242438
326420,35
326460,1258558
326470,121
326480,228315
32650,93
326520,528
326590,251
32660,1345
326630,4076
326650,27
326670,42094
32670,3262
326720,2770
326730,6654
326740,292
32680,9270
326840,6948
32690,7394
326950,17941
326960,384
326990,775
3270,18405
32700,110
327000,6315
327010,549
327030,24949
327060,3271
327070,59608
327090,31699
32710,24
327100,52
327140,12845
327150,954
32720,2485
327210,14
327220,10561
327260,8583
32730,329
327310,12394
327370,740
327380,230
327390,1043
32740,136
327400,1358
327410,31578
327440,1810
327490,81
32750,497
327500,806
327510,54099
327520,1224
327560,1315
32760,7349
327640,16905
327650,5664
327670,30084
327680,2972
32770,1196
327740,10715
327860,71302
327880,6570
327890,164421
327910,837
327920,115
327930,2160
327940,10
327950,5083
327960,426
327980,665
32800,830835
328000,12
328060,60777
328070,114909
328080,9714
328100,26
328140,4886
328220,3055
328270,10343
328310,52
328430,70
328450,138
328460,30
328470,937
328500,26305
328510,578
328550,505
328600,27102
328640,2948
328650,1399
328680,7241
328710,374
328730,16162
328740,1031
328760,43718
328780,7910
328830,850
328870,1828
328880,63
328890,3
328900,3987
328920,142
328930,33
328940,24174
328990,26
32900,12795
329000,339
329020,6697
329040,161
329050,133381
329110,270213
329130,353564
329190,1712
329200,908
329240,5127
329280,727
329320,139
329380,117910
329430,208291
329440,40141
329460,5847
329480,6
329490,51446
329610,393
329620,111
329630,54
329640,828
329650,237
329670,17
329680,11
329690,3657
329770,1895
329790,17439
329830,9043
329860,8805
329890,238
329950,51959
329970,12443
3300,27038
330000,12728
330070,354206
330100,1775
330110,136
330130,1262
330160,9405
330180,15030
330210,665
330270,12164
330350,35478
330370,226
330390,26678
330450,3497
330460,3063
330470,3531
330500,211
330520,13
330570,3038
330580,10583
330620,7271
330660,7310
330670,3722
330680,2457
330720,7002
330760,11586
330770,1125
330820,16583
330830,1155685
330840,856361
330990,8563
3310,8800
33100,4802
33110,4774
331120,5748
331160,1525
331190,1694
33120,25774
331200,11138
331210,64
331220,5381
331290,42
33130,10791
331340,8220
331360,2185
331390,6086
331400,4942
331440,44658
331450,202
331460,446
331470,126879
331480,368
331500,65289
331570,6654
331580,63
331600,402211
331610,4542
331650,3010
331660,20
331670,218712
331710,98585
331720,4362
331750,1503
331760,9130
331790,25184
33180,17550
331880,599
331920,1353
331970,2130
331980,7817
3320,47778
332070,179054
33210,73084
332150,325
33220,784969
332200,42277
332250,358
332260,607
33230,3223281
332310,348233
332330,858
332360,37162
332370,6
332380,9035
332390,6234
332400,7436
332410,1056
332480,12004
332490,4570
33250,8583
332500,466739
332530,2025
332540,1437
332570,49985
332580,5
33260,11086
332610,423
332620,4448
332630,133
33270,99
332710,14028
332730,197
332780,6413
332790,12331
33280,24811
332800,298000
332810,8
332830,5851
332880,604
332970,858
3330,28164
333100,22
333120,6360
33320,65027
333210,8277
333220,14528
333250,5476
333260,920
333290,22
333300,6250
333330,4175
333340,886
333350,431
333380,48
333390,7362
33340,138571
333430,390
333490,8722
33350,12858
333510,724
333530,4317
333540,914
333580,1829
333600,216282
333640,30119
333650,199
333660,9007
333730,1215
333740,10342
333760,6198
333820,9841
333830,27355
333860,5985
333870,731
333880,7609
33390,248
333930,10493610
333950,297342
333970,5587
333980,125593
3340,1406
334030,7242
334040,27249
334070,13444
334100,26
334120,5408
334140,506
334190,460
33420,78990
334210,8297
334230,2603929
334260,4493
334270,1989
334280,341
334290,3104
334300,14157
334370,4211
33440,553735
334410,4
334420,26084
334560,12676
33460,505652
334620,5412
334670,865
334690,12511
334710,4995
334840,5274
334850,19599
334930,102
334980,29
3350,6059
33500,11599
335000,6420
335010,4
335050,2645
335070,3093
335080,272
335090,1548
33510,2117
335100,4143
335120,1674
335150,41385
335190,20692
33520,19976
335200,7053
335210,23
335220,6795
335240,968203
33530,32740
335300,5139078
335320,3690
335330,167316
33540,836
335430,47550
335450,7225
335460,9564
33550,28
335550,2989
335560,4815
335660,14433
335670,132098
335690,14159
33570,28741
335700,1606
335770,24
335790,17048
33580,5636
335820,16088
335830,5485
335840,8453
335850,982
335890,207
335900,13018
335920,1845
335930,486
335940,293
335950,332
3360,8376
33600,13684
336010,2783
336020,30
336030,5492
336040,4075
336060,2016
336080,7121
336090,15462
33610,12739
336100,4316
336110,964
336130,2953
336150,8870
33620,11079
336200,15597
336220,130
336240,723
336250,6587
336280,14214
336300,5243
336380,7601
336420,21778
33650,22461
336510,85275
336520,4832
336530,101
33660,367
336610,11489
336630,291
336670,5413
33670,73861
336700,74468
336710,5689
336730,5323
336790,928
33680,19269
336840,1552
336930,50
3370,52106
337000,768183
337040,13397
337070,3906
337110,111
337150,25703
337180,1485
337210,1637
337220,2971
337270,6280
337280,939
33730,19203
337320,196641
337350,1667
337360,291
33740,1774
337410,3013
337420,13070
337450,3
337480,1773
337490,46
33750,4414
337630,19922
337650,55
337670,350
337680,2255
33770,10834
337730,900
33780,55
337820,428
337850,19352
337880,125
33790,363
337930,6828
337940,14432
337950,37833
337960,602
337970,344
337980,5047
3380,17569
338000,13800
338030,24
338040,1454
338050,44722
338060,11474
338110,33
338120,2667
338130,262
338140,7950
338170,93796
338180,20183
338190,9027
338300,51
338310,2098
338320,26987
338340,159312
338390,41373
338400,1590
338420,789
338530,8893
338540,125293
338550,254
338590,85
338600,3
338630,103
338710,9358
338760,7313
338800,904
338810,2563
338890,51
338930,37404
338960,231
338980,2530
3390,22077
33900,418839
339000,6132
339040,661
33910,4152070
339110,3552
339120,19802
339130,7330
339160,23720
339190,7717
339200,38044
339210,2709
339230,41953
339240,106
339280,476120
339290,17341
33930,40472360
339320,13
339340,60575
339350,38958
339400,16102
339440,1946
339460,594
339470,22290
33950,3655
339500,1512
339510,4486
339530,231
339540,83
339560,5
339570,4100
339580,446
339590,6277
339600,120122
339610,1502948
339690,6360
339700,7856
339790,64750
33980,4295
339800,1044886
339820,3801
339840,69
339860,12723
33990,850
339900,1981
339910,13203
340,344504
3400,1943
34000,648378
340000,8643
340030,6385
340050,83714
340070,22122
340090,540
34010,234643
340120,48
340130,4
340150,47169
340170,137973
340200,1945
340210,1264
340220,9465
340270,570
340280,7471
340290,22
34030,5735184
340300,19853
340310,19732
340320,3783
340330,5501
340340,11540
340350,15375
340360,7669
340380,566
340390,1877
340400,268
340440,2267
340450,1275
340460,8407
340470,7721
340480,50
340490,26905
340520,10339
340540,3159
340550,736
340570,1394
340580,6422
340600,141
340630,494
340650,25965
340700,285
340720,2286
340730,71562
340750,1222
340770,11944
340800,14873
340810,37875
340820,6558
340830,8677
340860,1471
340920,94
340960,895
340990,263
3410,4042
341000,61859
341020,2098
341030,447
341060,4315
341070,5280
341090,17551
341120,14396
341150,7066
341160,8804
341190,5718
341260,437
341270,577
341310,42840
341360,199
341380,1506
341390,8556
341440,5141
341460,38
341470,6239
341500,56249
341510,5405
341530,8348
341540,42
341550,13773
341570,1671
341640,9
341660,198
341680,4046
341690,1021
341700,164
341710,1337
341720,9628
341730,8710
341750,396
341760,698
341780,8338
34180,140
341800,208290
341820,15
341860,7559
341870,3772
34190,42007
341910,3006
341930,434
341940,57721
341950,10387
341980,7482
3420,546
342020,17756
342090,40408
342100,2348
342130,1871
342150,2957
342180,7
34220,703461
342200,910789
342230,574
342240,8356
342260,15157
342280,8810
342300,23807
342350,2927
342360,7157
342370,136757
342380,39995
342430,155
342450,6917
342480,32366
342490,1723
342500,3609
342510,4423
342520,88
342530,410
342550,1098
342560,25545
342570,18524
342580,66029
342610,6801
342620,27421
342630,311
342640,1119
342650,5848
34270,296283
342740,3812
342860,99
342870,42
342880,2212
342890,2906
342920,33
342970,9355
342980,40595
342990,780
3430,3853
343000,8
343020,2208
343070,3123
343090,16606
343100,40799
343120,431
343140,104
343150,49
343170,86
343180,22
343250,3
343270,13096
343280,7663
34330,15089893
343330,8610
343340,8070
343360,102190
343370,2761
343390,9805
343440,20365
343450,5050
343560,13535
343630,5317
343710,20634
343730,462
343740,1114
343750,22060
343770,14
343780,28971
343800,6020
343810,3814
343820,2874
343830,1905
343840,36
343930,6657
343990,24
3440,3439
344030,204
344040,55939
34410,10367
344130,4838
344160,1501
344180,3131
344190,5454
34420,1614
344230,13045
344240,6793
344260,10
344270,32
344300,5206
344340,9271
34440,59368
344410,7328
344440,6154
344480,290
34450,2290
344500,7848
34460,69988
344630,7137
344740,5976
344750,54621
344760,3525261
344770,15742
344790,3665
344800,25742
344810,1519
344820,404
344840,9147
344850,148136
344860,36253
344880,10284
344890,238
344900,110
344910,26876
3450,24312
34500,4787
345010,20796
345060,6875
345080,6960
345090,9908
345120,21759
345130,899
345140,79
345180,157613
345200,11949
345220,26096
345240,24592
345260,10615
345280,511
345310,27
345340,774
345350,132424
345370,112130
345390,60133
345440,13074
345480,661
345520,185782
345540,3138
345580,3000
345610,125776
345620,3244
345640,2662
345650,4712
345660,91958
345700,9539
345710,448
345750,236
345790,20
345820,61213
345860,5841
345890,22185
3460,8663
34600,114506
346010,2757956
346040,7382
346080,5619
346090,77
346110,38546878
346120,285157
346140,5209
346150,13
346160,969
346180,12611
346200,3641
346210,314
346220,1280
346240,75
346250,2996
346270,1186
346290,5881
34630,1816
346320,155
346330,53027
346340,1272
346370,989
34640,2183
346400,118
346420,11246
346430,827
346440,1145
346450,152
346460,765
346470,19876
346490,1247
34650,3980
346510,1779
346550,33
346560,20753
346610,645
346630,4026
346650,10
346680,1058
34670,754
346730,9117
346770,986
346780,3470
346800,36
346810,19300
346830,32742
